"","id","time","lng","lat","depth","ML","epicenter","YMS_int","Taipei_int","Xinyi_int","ChihNan_int"
"1","101037   ",2012-02-26 10:35:00,120.75,22.75,26.3,6.4,"屏東縣政府東偏北方  28.4  公里 (位於屏東縣霧台鄉)",1,1,2,1
"2","101155   ",2012-08-14 06:55:00,121.51,24.05,21.8,5.2,"花蓮縣政府西偏北方  13.0  公里 (位於花蓮縣秀林鄉)",1,1,2,1
"3","101169   ",2012-08-31 08:11:00,120.88,24.72,10,5,"新竹市政府西南方  13.0  公里 (位於苗栗縣竹南鎮)",1,1,2,NA
"4","101170   ",2012-08-31 08:23:00,120.88,24.73,9.9,4.8,"新竹市政府西南方  12.8  公里 (位於苗栗縣竹南鎮)",1,1,2,NA
"5","102010   ",2013-01-17 04:30:00,121.98,24.44,13.7,5.1,"宜蘭縣政府東南方  39.0  公里 (位於臺灣東部海域)",1,2,2,1
"6","102029   ",2013-03-07 01:36:00,121.46,24.3,5.6,5.9,"花蓮縣政府北偏西方  38.1  公里 (位於花蓮縣秀林鄉)",1,2,NA,2
"7","102077   ",2013-06-08 02:38:00,122.65,23.98,35.3,6.2,"花蓮縣政府東方  104.5  公里 (位於臺灣東部海域)",1,2,2,2
"8","102084   ",2013-06-29 07:51:00,122.24,24.03,19.8,5.7,"花蓮縣政府東方  63.1  公里 (位於臺灣東部海域)",1,2,2,1
"9","103042   ",2014-03-19 08:19:00,122.32,24.01,23,5.8,"花蓮縣政府東方  71.3  公里 (位於臺灣東部海域)",1,2,2,1
"10","103139   ",2014-11-20 01:46:00,122.06,24.9,13.9,5.2,"宜蘭縣政府東偏北方  35.4  公里 (位於臺灣東部海域)",1,2,NA,2
"11","104003   ",2015-01-07 02:48:00,121.69,24.26,30.4,5.5,"花蓮縣政府北偏東方  30.6  公里 (位於花蓮縣秀林鄉)",1,2,2,1
"12","104015   ",2015-03-23 06:13:00,121.67,23.73,38.4,6.2,"花蓮縣政府南方  29.8  公里 (位於臺灣東部海域)",1,1,2,1
"13","104024   ",2015-04-20 07:45:00,122.51,24.04,33.9,6.2,"花蓮縣政府東方  90.3  公里 (位於臺灣東部海域)",1,2,2,2
"14","104025   ",2015-04-20 07:59:00,122.51,23.96,29.4,6,"花蓮縣政府東方  90.8  公里 (位於臺灣東部海域)",1,2,2,2
"15","104043   ",2015-08-13 10:08:00,122.39,24.02,25.5,5.7,"花蓮縣政府東方  78.5  公里 (位於臺灣東部海域)",1,2,2,1
"16","104045   ",2015-09-01 09:24:00,121.49,23.91,17.1,5.5,"花蓮縣政府西偏南方  15.6  公里 (位於花蓮縣秀林鄉)",1,1,1,NA
"17","104057   ",2015-09-16 09:08:00,121.83,24.28,20.2,5.6,"花蓮縣政府東北方  38.8  公里 (位於花蓮縣近海)",1,2,NA,2
"18","104078   ",2015-10-19 10:17:00,122.01,24.86,14.4,5.3,"宜蘭縣政府東偏北方  29.1  公里 (位於臺灣東部海域)",1,2,NA,2
"19","105006   ",2016-02-06 03:57:00,120.54,22.92,14.6,6.6,"屏東縣政府北偏東方  27.1  公里 (位於高雄市美濃區)",1,2,2,1
"20","105031   ",2016-04-27 11:17:00,121.78,24.24,11.9,5.7,"花蓮縣政府北偏東方  32.0  公里",1,2,2,1
"21","105064   ",2016-05-13 04:24:00,121.98,24.68,9.8,5.2,"宜蘭縣政府東偏南方  23.0  公里",1,2,2,1
"22","105077   ",2016-05-31 01:23:00,122.68,25.49,256.9,6.9,"基隆市政府東偏北方  102.5  公里",1,3,NA,3
"23","105091   ",2016-09-01 02:28:00,121.97,24.46,18,4.9,"宜蘭縣政府東南方  36.8  公里 (位於臺灣東部海域)",1,2,2,1
"24","105104   ",2016-11-25 05:55:00,122.41,24.08,27.5,5.5,"花蓮縣政府東方  81.2  公里 (位於臺灣東部海域)",1,2,2,1
"25","89181   ",2000-09-01 05:24:00,121.14,24.08,7.7,4.9,"台中德基地震站南方  18.9  公里",1,1,NA,1
"26","89198   ",2000-09-20 09:24:00,121.71,24.73,78.9,4.6,"宜蘭市地震站西南方  5.8  公里",1,1,NA,2
"27","89248   ",2000-11-20 08:07:00,121.91,24.79,8.6,4.8,"宜蘭市地震站東方  15.9  公里",1,3,NA,2
"28","89266   ",2000-12-30 02:03:00,121.88,24.36,7,5.3,"宜蘭南澳地震站東偏南方  15.5  公里",1,2,NA,1
"29","90005   ",2001-01-11 04:36:00,120.99,24.08,25.2,4.8,"台中德基地震站西南方  25.7  公里",1,1,NA,1
"30","90011   ",2001-01-23 07:27:00,122.13,24.32,13.1,5.2,"宜蘭南澳地震站東偏南方  40.8  公里",1,2,NA,1
"31","90032   ",2001-03-02 02:37:00,121,23.84,10.9,5.8,"南投名間地震站東方  31.3  公里",1,1,NA,NA
"32","90073   ",2001-06-30 12:07:00,121.54,24.06,23.4,5,"花蓮秀林地震站西偏南  6.9  公里",1,2,NA,1
"33","91003   ",2002-01-09 01:00:00,120.9,24.38,1,5,"苗栗三義地震站東偏南方  13.8  公里",1,1,NA,1
"34","91113   ",2002-07-11 03:36:00,122.41,23.94,14.2,5.8,"花蓮市地震站東方  81.7  公里",1,1,NA,1
"35","91130   ",2002-08-30 04:05:00,121.81,24.8,82.9,5.2,"宜蘭市地震站東北方  6.9  公里",1,2,NA,2
"36","91138   ",2002-09-08 06:59:00,121.69,24.45,41.4,5.3,"宜蘭南澳地震站西偏北方  6.6  公里",1,3,NA,2
"37","91184   ",2002-11-10 08:07:00,121.84,24.89,110.3,5.4,"宜蘭市地震站東北方  16.5  公里",1,3,NA,2
"38","91196   ",2002-12-25 03:01:00,121.83,24.46,55.8,5.2,"宜蘭南澳地震站東偏北方  9.1  公里",1,1,NA,1
"39","92044   ",2003-05-15 09:17:00,122.52,25.06,17.6,5.2,"基隆市地震站東方  76.0  公里",1,1,NA,1
"40","92055   ",2003-06-09 01:08:00,121.85,24.38,2.4,5,"宜蘭南澳地震站東偏南方  11.5  公里",1,2,NA,1
"41","92079   ",2003-07-18 10:41:00,121.84,24.59,74.4,5.1,"宜蘭蘇澳地震站西南方  3.4  公里",1,2,NA,1
"42","92085   ",2003-08-03 07:35:00,121.65,24.21,57.7,5.3,"花蓮秀林地震站北偏東方  15.4  公里",1,1,NA,NA
"43","92115   ",2003-11-12 08:02:00,121.95,24.45,21.3,5.4,"宜蘭蘇澳地震站南偏東方  19.6  公里",1,2,NA,1
"44","92148   ",2003-12-29 09:41:00,121.96,24.6,68.2,5.2,"宜蘭蘇澳地震站東方  10.7  公里",1,2,NA,2
"45","93001   ",2004-01-01 01:15:00,121.71,23.34,24.9,5.4,"花蓮玉里地震站東方  41.6  公里",1,2,NA,1
"46","93045   ",2004-05-01 03:56:00,121.53,24.08,21.6,5.3,"花蓮秀林地震站西方  7.8  公里",1,2,NA,1
"47","93052   ",2004-05-10 04:06:00,121.77,24.57,69.2,5.5,"宜蘭蘇澳地震站西偏南  10.4  公里",1,2,NA,1
"48","93063   ",2004-06-03 02:56:00,121.29,23.64,14.7,5.2,"花蓮西林地震站西南方  24.8  公里",1,1,NA,NA
"49","93068   ",2004-07-06 03:32:00,122.27,24.9,6,5.2,"宜蘭蘇澳地震站東北方  52.1  公里",1,2,NA,2
"50","93079   ",2004-08-08 09:12:00,121.82,24.67,81.2,5,"宜蘭蘇澳地震站西北方  8.2  公里",1,1,NA,2
"51","93097   ",2004-10-23 10:04:00,121.56,25.01,9.5,3.7,"台北市地震站東偏南方  5.7  公里",1,3,NA,2
"52","93105   ",2004-11-11 10:16:00,122.16,24.31,27.3,6.1,"宜蘭南澳地震站東偏南方  43.4  公里",1,2,NA,2
"53","94019   ",2005-02-05 07:00:00,121.75,24.25,4.9,5,"宜蘭南澳地震站南方  19.7  公里",1,1,NA,1
"54","94035   ",2005-03-06 03:16:00,121.76,24.65,8.4,4.8,"宜蘭蘇澳地震站西偏北方  11.0  公里",1,2,NA,1
"55","94065   ",2005-04-30 10:48:00,121.62,24.04,8.5,5.6,"花蓮秀林地震站南偏東方  5.5  公里",1,2,NA,NA
"56","94133   ",2005-09-06 09:16:00,122.28,23.96,16.8,6,"花蓮市地震站東方  68.2  公里",1,2,NA,1
"57","94145   ",2005-10-06 12:16:00,121.64,24.84,73.4,4.8,"宜蘭市地震站西偏北方  15.1  公里",1,2,NA,2
"58","94148   ",2005-10-15 11:51:00,123.81,25.1,190.9,7,"宜蘭蘇澳地震站東偏北方  204.3  公里",1,2,NA,1
"59","94160   ",2005-11-30 06:41:00,122.03,24.75,68,5.5,"宜蘭蘇澳地震站東北方  23.9  公里",1,2,NA,2
"60","95024   ",2006-04-01 06:02:00,121.08,22.88,7.2,6.2,"台東市地震站北偏西方  16.4  公里",1,2,2,2
"61","95038   ",2006-04-16 06:40:00,121.3,22.86,17.9,6,"台東市地震站東北方  19.1  公里",1,1,1,1
"62","95065   ",2006-07-28 03:40:00,122.66,23.97,28,6,"宜蘭南澳地震站東偏南方  105.5  公里",1,2,2,1
"63","95090   ",2006-10-12 10:46:00,122.65,23.96,25.3,5.8,"宜蘭南澳地震站東偏南方  104.5  公里",1,2,2,2
"64","95104   ",2006-12-24 01:28:00,122.32,24.81,9.8,5.4,"宜蘭蘇澳地震站東偏北方  51.5  公里",1,1,2,1
"65","95106   ",2006-12-26 08:26:00,120.56,21.69,44.1,7,"屏東恆春地震站南偏西方  40.2  公里",1,2,2,1
"66","95107   ",2006-12-26 08:34:00,120.42,21.97,50.2,7,"屏東恆春地震站西方  33.9  公里",1,2,2,1
"67","96005   ",2007-01-25 06:59:00,122.03,22.63,25.8,6.2,"台東蘭嶼地震站東北方  81.6  公里",1,1,2,1
"68","96016   ",2007-03-08 01:37:00,121.91,24.54,70.4,4.7,"宜蘭蘇澳地震站東南方  8.8  公里",1,2,NA,NA
"69","96066   ",2007-10-11 11:05:00,121.85,24.75,80,5.2,"宜蘭市地震站東方  9.7  公里",1,2,NA,2
"70","96074   ",2007-11-08 06:54:00,122.32,24.97,16.8,4.9,"基隆市地震站東偏南方  58.5  公里",1,1,2,1
"71","97038   ",2008-05-11 03:42:00,122.53,23.95,25,5.6,"花蓮市地震站東方  93.5  公里",1,1,2,2
"72","97053   ",2008-07-11 11:07:00,122.25,25.13,16,4.7,"基隆市地震站東方  48.3  公里",1,1,2,1
"73","97074   ",2008-09-10 07:55:00,122.25,25.13,16.8,4.6,"基隆市地震站東方  48.6  公里",1,1,1,1
"74","98085   ",2009-07-26 09:00:00,120.96,23.69,14.3,5.4,"南投名間地震站東南方  34.3  公里",1,1,2,1
"75","98086   ",2009-07-26 02:10:00,121.32,23.43,12.5,5.4,"花蓮玉里地震站北方  8.8  公里",1,1,1,1
"76","98102   ",2009-08-17 08:05:00,123.88,23.37,43.3,6.8,"花蓮市地震站東偏南方  240.4  公里",1,2,2,1
"77","98116   ",2009-10-04 01:36:00,121.58,23.65,29.2,6.1,"花蓮西林地震站東南方  23.0  公里",1,2,2,2
"78","99002   ",2010-01-05 03:27:00,121.83,24.18,46.1,5.5,"花蓮秀林地震站東偏北方  25.8  公里",1,1,NA,1
"79","99009   ",2010-02-07 02:10:00,123.77,23.33,88,6.6,"花蓮市地震站東偏南方  230.9  公里",1,1,2,1
"80","99015   ",2010-03-04 08:18:00,120.71,22.97,22.6,6.4,"高雄甲仙地震站東南方  17.1  公里",1,2,2,1
"81","99043   ",2010-04-26 10:59:00,123.74,22.15,73.4,6.8,"台東蘭嶼地震站東方  225.9  公里",1,2,2,1
"82","99064   ",2010-06-27 02:05:00,121.56,24.65,68,5.1,"宜蘭牛鬥地震站西北方  1.9  公里",1,1,2,1
"83","99065   ",2010-06-28 04:33:00,122.38,25.04,15.2,4.9,"基隆市地震站東方  62.3  公里",1,1,2,1
"84","99069   ",2010-07-09 03:43:00,122.04,24.35,19.3,5.3,"宜蘭南澳地震站東偏南方  30.4  公里",1,1,2,1
"85","99070   ",2010-07-09 08:41:00,122.61,24.7,113.6,5.8,"宜蘭蘇澳地震站東方  76.9  公里",1,1,2,1
"86","99090   ",2010-08-30 04:45:00,122.21,24.95,15,5.2,"基隆市地震站東偏南方  48.8  公里",1,2,NA,2
"87","99109   ",2010-10-03 03:23:00,121.8,24.36,19.4,5.1,"宜蘭南澳地震站東南方  9.0  公里",1,1,2,1
"88","99142   ",2010-11-21 08:31:00,121.69,23.85,46.9,6.1,"花蓮市地震站南偏東方  15.5  公里",1,2,2,1
"89","小區域",2011-09-16 09:03:00,121.56,25.17,9,2.3,"台北市政府北方  14.9  公里 (位於台北市士林區)",1,NA,NA,NA
"90","小區域",2014-03-10 03:47:00,121.56,25.13,4.9,2.7,"臺北市政府北方  10.7  公里 (位於臺北市士林區)",1,NA,NA,NA
"91","小區域",2016-08-12 07:42:00,121.57,25.14,5.7,3.1,"臺北市政府北方  10.8  公里 (位於臺北市士林區)",1,NA,1,NA
"92","小區域",2013-01-16 09:31:00,121.56,25.16,4,2.7,"臺北市政府北方  13.4  公里 (位於臺北市士林區)",2,NA,NA,NA
"93","小區域",2011-02-03 01:32:00,121.55,25.15,7.5,3.1,"台北市政府北方  12.0  公里",3,NA,1,1
"94","小區域",2014-11-18 07:22:00,121.55,25.16,2.5,2.8,"臺北市政府北方  14.0  公里 (位於臺北市士林區)",3,NA,NA,NA
"95","小區域",2000-10-26 07:55:00,121.82,24.72,81,4.3,"宜蘭市地震站東偏南方  8.0  公里",NA,1,NA,NA
"96","小區域",2000-07-16 11:21:00,122.23,20.51,33,6.7,"台東蘭嶼地震站南偏東方  182.9  公里",NA,1,NA,NA
"97","小區域",2003-07-31 02:36:00,122.46,23.92,12.3,5.2,"花蓮市地震站東方  86.6  公里",NA,1,NA,NA
"98","小區域",2004-11-09 03:38:00,122.51,23.93,15.7,5.5,"花蓮市地震站東方  91.8  公里",NA,1,NA,NA
"99","小區域",2010-02-03 03:27:00,121.89,24.84,100.1,4,"宜蘭市地震站東偏北方  15.8  公里",NA,1,1,NA
"100","小區域",2015-10-19 01:42:00,122.01,24.84,11.3,4.7,"宜蘭縣政府東偏北方  27.5  公里 (位於臺灣東部海域)",NA,1,1,NA
"101","小區域",2015-10-19 03:20:00,122,24.83,8.7,4.7,"宜蘭縣政府東偏北方  26.3  公里 (位於臺灣東部海域)",NA,1,2,1
"102","小區域",2015-11-05 07:28:00,121.9,24.81,11.1,3.7,"宜蘭縣政府東偏北方  16.7  公里 (位於宜蘭縣近海)",NA,1,1,NA
"103","小區域",2015-03-28 06:51:00,121.96,24.84,11.5,4.1,"宜蘭縣政府東偏北方  23.5  公里 (位於臺灣東部海域)",NA,1,1,NA
"104","小區域",2015-05-03 09:09:00,122.44,24,24.8,5,"花蓮縣政府東方  83.7  公里 (位於臺灣東部海域)",NA,1,1,NA
"105","小區域",2016-10-29 02:44:00,121.55,24.71,31.6,3.6,"宜蘭縣政府西方  22.1  公里 (位於宜蘭縣大同鄉)",NA,1,1,NA
"106","小區域",2016-11-29 11:10:00,121.93,24.42,25.8,4.4,"宜蘭縣政府南偏東方  38.7  公里 (位於臺灣東部海域)",NA,1,1,NA
"107","小區域",2016-02-16 07:35:00,121.94,24.83,11,4,"宜蘭縣政府東偏北方  21.2  公里",NA,1,2,1
"108","小區域",2005-03-24 07:45:00,121.56,25,9.2,3.2,"台北市地震站東南方  6.0  公里",NA,2,NA,1
"109","小區域",2006-01-07 07:52:00,121.99,24.62,64.9,4.5,"宜蘭蘇澳地震站東方  13.4  公里",NA,NA,1,NA
"110","小區域",2006-01-09 06:39:00,121.75,24.59,68,4.2,"宜蘭蘇澳地震站西偏南  11.3  公里",NA,NA,1,NA
"111","小區域",2006-11-06 11:31:00,121.96,24.16,32.1,4.5,"宜蘭南澳地震站東南方  36.4  公里",NA,NA,1,NA
"112","小區域",2006-02-25 05:39:00,121.94,24.42,28.4,4.3,"宜蘭南澳地震站東方  19.3  公里",NA,NA,1,NA
"113","小區域",2006-04-25 02:36:00,122.01,24.77,67.7,4.4,"宜蘭蘇澳地震站東北方  23.6  公里",NA,NA,1,NA
"114","小區域",2006-08-28 03:12:00,121.73,24.7,98.2,4.3,"宜蘭市地震站南偏西方  8.0  公里",NA,NA,1,NA
"115","小區域",2007-11-08 04:32:00,122.26,24.98,18.7,4.4,"基隆市地震站東偏南方  52.6  公里",NA,NA,1,NA
"116","小區域",2007-02-27 05:07:00,121.63,24.51,43.8,3.9,"宜蘭南澳地震站西北方  15.0  公里",NA,NA,1,NA
"117","小區域",2007-03-04 01:45:00,122,24.77,77.9,4.4,"宜蘭蘇澳地震站東北方  22.6  公里",NA,NA,1,NA
"118","小區域",2007-03-05 00:34:00,121.87,24.2,6.1,4.3,"宜蘭南澳地震站南偏東方  28.0  公里",NA,NA,1,NA
"119","小區域",2007-04-11 06:04:00,122.13,24.92,112.5,4.6,"宜蘭市地震站東偏北方  41.5  公里",NA,NA,1,NA
"120","小區域",2007-04-25 01:47:00,121.59,25.18,7.2,3.1,"台北市地震站北偏東方  17.7  公里",NA,NA,1,NA
"121","小區域",2008-10-25 12:47:00,121.62,24.28,57.7,4.3,"宜蘭南澳地震站西南方  21.2  公里",NA,NA,1,NA
"122","小區域",2008-11-23 06:26:00,121.89,24.83,9.1,3.8,"宜蘭市地震站東偏北方  15.0  公里",NA,NA,1,NA
"123","小區域",2008-12-19 01:56:00,122,24.85,13.8,4.1,"宜蘭市地震站東偏北方  26.1  公里",NA,NA,1,NA
"124","小區域",2008-02-14 12:13:00,121.62,24.82,9.4,3.4,"宜蘭市地震站西偏北方  14.9  公里",NA,NA,1,NA
"125","小區域",2008-04-07 08:08:00,122.37,24.87,17.7,4.5,"宜蘭蘇澳地震站東偏北方  59.6  公里",NA,NA,1,NA
"126","小區域",2008-05-13 09:27:00,121.95,24.81,98.1,4.5,"宜蘭市地震站東偏北方  19.8  公里",NA,NA,1,NA
"127","小區域",2008-06-11 06:33:00,121.77,24.86,89.9,4,"宜蘭市地震站北方  11.2  公里",NA,NA,1,NA
"128","小區域",2008-06-15 09:47:00,121.94,24.81,12.9,3.9,"宜蘭市地震站東偏北方  19.1  公里",NA,NA,1,NA
"129","小區域",2008-07-23 10:38:00,122.3,25.15,15.3,4.2,"基隆市地震站東方  53.0  公里",NA,NA,1,NA
"130","小區域",2008-09-28 11:12:00,122.63,24.69,96.6,4.9,"宜蘭蘇澳地震站東方  78.4  公里",NA,NA,1,NA
"131","小區域",2009-01-13 06:02:00,121.75,24.75,81.2,4,"宜蘭市地震站南偏東方  2.1  公里",NA,NA,1,NA
"132","小區域",2009-01-15 12:48:00,122.02,24.88,4.9,4.1,"宜蘭市地震站東偏北方  30.4  公里",NA,NA,1,NA
"133","小區域",2009-10-20 01:54:00,121.6,25.17,7.1,2.8,"台北市地震站北偏東方  17.4  公里",NA,NA,1,NA
"134","小區域",2009-10-04 07:56:00,121.73,24.45,64.9,4,"宜蘭南澳地震站西北方  2.9  公里",NA,NA,1,NA
"135","小區域",2009-12-05 12:02:00,121.71,24.45,35.4,4.2,"宜蘭南澳地震站西偏北方  5.0  公里",NA,NA,1,NA
"136","小區域",2009-12-08 12:57:00,121.73,24.63,9.5,3.6,"宜蘭蘇澳地震站西方  13.4  公里",NA,NA,1,NA
"137","小區域",2009-04-16 04:23:00,122,24.84,12.5,4.1,"宜蘭市地震站東偏北方  26.0  公里",NA,NA,1,NA
"138","小區域",2009-04-16 08:24:00,122,24.83,8.6,3.7,"宜蘭市地震站東偏北方  25.9  公里",NA,NA,1,NA
"139","小區域",2009-04-19 12:01:00,121.76,24.7,80.2,3.8,"宜蘭市地震站南方  7.1  公里",NA,NA,1,NA
"140","小區域",2009-07-08 01:56:00,121.95,24.82,10.7,3.9,"宜蘭市地震站東偏北方  20.9  公里",NA,NA,1,NA
"141","小區域",2009-09-12 08:05:00,122.49,23.97,25.1,5.1,"花蓮市地震站東方  89.3  公里",NA,NA,1,NA
"142","小區域",2009-09-18 01:53:00,121.93,24.77,74.3,4.4,"宜蘭市地震站東方  17.2  公里",NA,NA,1,1
"143","小區域",2010-10-04 08:13:00,121.94,24.71,69.3,3.9,"宜蘭蘇澳地震站東北方  14.0  公里",NA,NA,1,NA
"144","小區域",2010-10-09 04:42:00,121.8,24.7,61.7,3.9,"宜蘭市地震站南偏東方  8.0  公里",NA,NA,1,NA
"145","小區域",2010-04-24 07:43:00,121.79,24.56,65.1,3.8,"宜蘭蘇澳地震站西南方  9.5  公里",NA,NA,1,NA
"146","小區域",2010-07-05 02:21:00,122.29,25,12,4.3,"基隆市地震站東偏南方  55.3  公里",NA,NA,1,NA
"147","小區域",2010-07-07 00:10:00,121.53,24.59,62.8,4,"宜蘭牛鬥地震站西南方  6.7  公里",NA,NA,1,NA
"148","小區域",2010-08-22 02:50:00,121.92,24.82,9.9,3.6,"宜蘭市地震站東偏北方  17.3  公里",NA,NA,1,NA
"149","小區域",2010-08-04 08:54:00,121.97,24.85,96.6,4,"宜蘭市地震站東偏北方  23.7  公里",NA,NA,1,NA
"150","小區域",2010-09-01 01:30:00,122.34,25.03,12,4.1,"基隆市地震站東偏南方  58.6  公里",NA,NA,1,NA
"151","小區域",2011-01-12 11:53:00,122.04,24.35,25.6,4.6,"宜蘭縣政府東南方  50.4  公里外海",NA,NA,1,NA
"152","小區域",2011-01-29 03:43:00,122.02,24.92,11.4,3.3,"宜蘭縣政府東北方  33.1  公里外海",NA,NA,1,NA
"153","小區域",2011-01-29 03:46:00,122.02,24.91,11.1,3.5,"宜蘭縣政府東北方  32.6  公里外海",NA,NA,1,NA
"154","小區域",2011-10-16 05:36:00,122.02,24.79,86.2,4.2,"宜蘭縣政府東偏北方  26.6  公里 (位於台灣東部海域)",NA,NA,1,NA
"155","小區域",2011-11-12 09:38:00,122.29,24,21.1,4.8,"花蓮縣政府東方  68.6  公里 (位於台灣東部海域)",NA,NA,1,NA
"156","小區域",2011-12-13 12:35:00,121.87,24.62,69.8,3.9,"宜蘭縣政府東南方  16.2  公里 (位於宜蘭縣近海)",NA,NA,1,NA
"157","小區域",2011-12-06 02:49:00,122.2,24.67,64.7,4.3,"宜蘭縣政府東方  44.8  公里 (位於台灣東部海域)",NA,NA,1,NA
"158","小區域",2011-03-02 06:06:00,121.8,24.83,104,3.9,"新北市政府東偏南方  39.6  公里",NA,NA,1,NA
"159","小區域",2011-03-08 04:16:00,121.98,24.38,26.4,4.3,"宜蘭縣政府南偏東方  44.4  公里外海",NA,NA,1,NA
"160","小區域",2011-05-15 04:42:00,122.29,25,19.2,4.2,"基隆市政府東偏南方  56.8  公里外海",NA,NA,1,NA
"161","小區域",2011-07-27 03:48:00,122.04,24.91,13.4,3.4,"宜蘭縣政府東偏北方  34.7  公里 (位於台灣東部海域)",NA,NA,1,NA
"162","小區域",2011-08-27 11:13:00,121.77,24.53,64.4,4.2,"宜蘭縣政府南方  22.1  公里 (位於宜蘭縣南澳鄉)",NA,NA,1,NA
"163","小區域",2011-09-15 03:48:00,121.71,24.66,43.6,4.1,"宜蘭縣政府西南方  9.7  公里 (位於宜蘭縣三星鄉)",NA,NA,1,NA
"164","小區域",2011-09-25 04:05:00,122.03,24.91,13.9,4,"宜蘭縣政府東偏北方  33.9  公里 (位於台灣東部海域)",NA,NA,1,NA
"165","小區域",2012-01-29 04:07:00,122.37,25.32,264.7,5.6,"基隆市政府東偏北方  66.4  公里 (位於台灣東北部海域)",NA,NA,1,NA
